Curs,TipusPregunta,TipusIncidencia,Comentari,IdiomaSpacy,IdiomaPyCld2,Idioma
2017-18,A,,M'ha agradat molt fer forum de cada tema per comentar amb companyes i tutores idees que van sorgin a mesura que aprofondim en el tema. A més les professores tenien molt domini sobre la materia i ens han assessorat molt bé a l'hora d'elaborar els treballs.,ca,ca,ca
2017-18,A,Comentari de professor,cal més feedback amb el professor i millor comunicació entre professor i alumnes. ,ca,ca,ca
2017-18,A,,"Totalment prescindible a un màster, tots hem fet ja un TFG i sabem quina és la metodologia a seguir. Una manera de treure més pasta.",ca,ca,ca
2017-18,A,,El material és molt bo. Ben organitzat i estructurat. Molt interessant i aporta molta informació. Molt pràctic,ca,ca,ca
2017-18,P,,Poca comunicació. Manca de comprensió i adaptació a les diferents situacions personals i/o laborals de cada alumne/a.,ca,ca,ca
2017-18,P,,"Té poca feina amb aquesta assignatura, no s'ha d'explicar gaire el que la gent ja sap.",ca,ca,ca
2017-18,P,,"Estic molt contenta amb el professor, m'ha assessorat i orientat molt correctament. Un dels millors que he tingut al llarg del màster.",ca,ca,ca
2017-18,A,,"L'activitat d'avaluació ha estat adient a la forma d'impartir l'assignatura (és a dir, no ha estat desproporcionada). Crec que seria convenient que, per mitjà de videoconferències, es poguessin dur a terme activitats pràctiques de transcripció de documents amb el guiatge del professor. La matèria s'ha impartit per mitjà de fotocòpies de llibres i alguna tutoria via xat... crec que es podria donar més material i recursos per aprofundir. D'altra banda, pel que respecta al llatí, em trobo en el mateix punt que estava abans de començar l'assignatura... ",ca,ca,ca
2017-18,P,Comentari d'assignatura,"No he après res, segueixo sense saber llatí.",ca,ca,ca
2017-18,A,,"Hi ha molt poca coordinació entre el professorat. La part de cultura va ser un desastre absolut, gens profitosa. La part d'universitat ha estat la més completa. Sobre la part de dret... esperava molt més (tant per part de la docència -nul·la, tot llegir lectures- com per la de recursos i continguts).",ca,ca,ca
2017-18,P,,"Tot i que entenc les circumstàncies en que es trobava la professora, crec que hi ha moltes coses a millorar. Esperava una visió molt més completa sobre el contingut de l'assignatura, i en comptes d'això, tot ha estat per mitjà d'obres molt concretes. La docència ha estat gairebé inexistent. També he tingut sensació d'impotència davant d'algunes situacions, quan reclamàvem solucions que mai arribàvem, A hores d'ara, seguim sense saber les notes dels múltiples treballs realitzats, els quals cal dir que han estat desproporcionats en relació al nivell de la docència. No puc fer una valoració positiva d'aquesta part de l'assignatura, que a molts de nosaltres ens ha desmotivat força.",ca,ca,ca
2018-19,A,,"L’assignatura és molt interessant, promou el diàleg i el pensament crític.",ca,ca,ca
2018-19,P,,"Molt bon professor, promou el diàleg sempre respectant la diversitat d’opinions ",ca,ca,ca
2018-19,A,,Metodologia i avaluació tradicional,ca,ca,ca
2018-19,A,,"Es perd molt de temps amb classes magistrals, aquest màster no aporta res per canviar la nostra forma de fer classe d’educació física",ca,ca,ca
2018-19,A,,"La metodologia d’avaluació és incoherent respecte al que se’ns ensenya. Fer tres exàmens d’avaluació amb un valor del 50% un dia després d’acabar les classes és molt d’estil ‘tradicional’.
Em falta veure la ‘part negativa’ de la metodologia, només em vist allò ‘positiu’.",ca,ca,ca
2018-19,A,,"Es plantegen un tipus d'educació més innivadora, però desprès, a nosaltres ens avaluen de forma tradicional",ca,ca,ca
2018-19,A,,De vegades l'aplicació dels continguts és molt sobtada i amb presses.,ca,ca,ca
2018-19,A,,Ens ensenyen a ser innovadora però ells mateixos segueixen una avaluació del 50% en un mateix exàmen...,ca,ca,ca
2018-19,A,,"L'avaluació de l'assignatura no correspón amb l'ideal que proposa. Si s'aposta per una avaluació continuada quan siguem docents, no ens poden avaluar amb un examen del 50% de la nota.",ca,ca,ca
2018-19,P,No ha impartit classe a aquest grup,No he tingut aquesta professora,ca,ca,ca
2018-19,A,,"Molta teoria, pero poca posada en pràctica. ",ca,ca,ca
2018-19,A,,"Hi ha diversos conceptes que es troben repetits a l'assignatura en ser impartits per diferents professors, per tant, millor coordinació entre professors.",ca,ca,ca
2018-19,A,,"Els coneixements de l'assignatura cursada es poden obtenir al cursar el màster, per tant no crec que sigui necessaria. Si més no, només la primera part de procesos en general em va ser d'ús (la realitzada al setembre amb el javier arantegui), la resta es solapava amb el ja explicat o amb futures clases i mòduls del màster. ",ca,ca,ca
2018-19,A,,"L'assignatura pels alumnes que cursem el màster i és d'anivellament s'hauria de fer durant tot el mes de setembre perquè sinó no té sentit fer-ho conjuntament amb el màster. Per altra banda, si fos de manera virtual, és a dir, a través del campus virtual ens donaria majors facilitats i crec que seria millor el seu aprofitament.",ca,ca,ca
2018-19,A,,"Molta matèria sense sentit, nivell molt alt sense tindre en compte d'on venim! ",ca,ca,ca
2018-19,P,,Bon professor es nota que li agrada i que en sap.,ca,ca,ca
2018-19,P,,"Mal professor, comença a un nivell que no toca i va molt rapid. No contesta correus.",ca,ca,ca
2018-19,A,,Molt temari en poc temps,ca,ca,ca
2018-19,P,,"Dona massa temari pel temps que té, això provoca que no et quedi clar els conceptes que explica.",ca,ca,ca
2018-19,P,,No s'adapta al nivell dels alumnes. Faltaria unes bases per poder seguir les classes (alumnes d'indústriies i rural).,ca,ca,ca
2018-19,A,, El temari de l'assignatura no és l'adequat per les hores de crèdits corresponents. Els apunts per l'alumne no són suficients per seguir l'assignatura. És vol introduir temari sense tenir una base sòlida. ,ca,ca,ca
2018-19,A,,"S'ha volgut donar molt de temari en poc temps i això ha fet que el ritme de les classes hagi estat massa elevat. A la part de millora vegetal, s'han exigit unes tasques que pel nivell de coneixement de l'alumnat no han estat massa adequades. ",ca,ca,ca
2018-19,P,,"Ha volgut donar massa temari en poc temps, suposant que els alumnes teniem una base de biotecnologia que realment ningú tenia. ",ca,ca,ca
2018-19,P,,Ha manat tasques que no han estat molt d'acord amb el nivell de coneixements adquirits durant les seves classes. ,ca,ca,ca
2018-19,P,,M'han semblat correctes les classes i penso que ha explicat bé. ,ca,ca,ca
2018-19,A,,M'ha sembla correcta.,ca,ie,ca
2018-19,P,,Magnífica.,ca,es,ca
2018-19,P,,La professora Cirera no ha vingut a fer-nos les classes d’aquesta assignatura que estaven programades.,ca,ca,ca
2018-19,P,,"Pretén que les classes del màster siguin com les del grau o fins i tot com les d'institut, manant deures setmanals que tenen un bon pes de la nota final, i fent preguntes en veu alta que també compten bastant. Les hores dedicades a aquesta part de la assigatura són molt superiors a les establertes als crèdits assignats. El nivell d'exigència és massa elevat. ",ca,ca,ca
2018-19,A,,L'assignatura et demana dedicar-hi més temps dels crèdits que té l'assignatura,ca,ca,ca
2018-19,P,,Hi hauria d'haver hagut una millor organització en la correcció dels exàmens. S'han tardat gairebé dos mesos i mig en corregir un examen,ca,ca,ca
2018-19,P,,"Mana masses activitats en comparació als crèdits de la part de l'assignatura. No crec que sigui un bon sistema d'avaluació que faci estudiar a tots teoria de l'assignatura i la pregunti només a una o dues persones oralment, dretes davant de tota la classe. Per poder fer els exercicis de casa, s'hauria d'explicar abans a classe, i no pretendre que se'ns acudeixi com es resol un problema, que s'ha d'entregar pel Sakai per ser posteriorment avaluat",ca,ca,ca
2018-19,P,,"No ha corregit examens fets a octubre, i estem al mes de gener.",ca,ca,ca
2018-19,A,,"El temari no s'adequa a les hores de classe. 
Falta d'apunts dignes. 
Els professors no es preparen les classes. 
Falta d'exercicis per practicar al campus.
La correcció dels exàmens és molt lenta. 
 
",ca,ca,ca
2018-19,P,,"Molt lent en corregir els exàmens. 
No tenia temps.",ca,ca,ca
2018-19,P,, Falten exercicis per fer.,ca,de,ca
2018-19,P,,No es prepara les classes i degut a això no sap explicar bé. Espera que tinguem un gran coneixament però ell no explica com per assolir-lo,ca,ca,ca
2018-19,A,,"La primera part de l'assignatura amb el professor Cots és interessant i la metodologia és bona, tot i que trobo que hi ha hagut un excés d'avaluacions (3 exàmens + entregues per cada examen). La segona part amb el professor Montserrat l'avaluació està bé, però trobo que no està ben impartida. Hauria de ser molt més aplicada i encarada als alumnes, sembla que es busqui la manera de poder fer suspendre a l'alumne.",ca,ca,ca
2018-19,P,,"No pot ser que un professor de màster no sigui capaç de resoldre alguns dubtes dels estudiants i que en demanar-li fer exercicis a mode d'exemple a la pissarra no els faci o et digui que no ha tingut temps de preparar-ne de nous. 
Hi ha molta falta de preparació de les classes i demostra poc interès per la seva pròpia assignatura. ",ca,ca,ca
2018-19,A,,Entre els dos professors no s'han posat dacord ja que per exemple hi ha termes que els anomenen diferent i això va provocar dificultats a l'hora d'aprenantatge i la realització d'activitats. ,ca,ca,ca
2018-19,P,,Porta 3 mesos per corregir els examens que vam realitzar a finals d'octubre. No es prepara l'assignatura...,ca,ca,ca
2018-19,P,,No es prepara les classes!! Amb el preu del master es indignant aquesta falta de preparació dels professors. Li demanem de fer algun problema més ja costa d'entendre algun concepre i diu que no en té mes...,ca,ca,ca
2018-19,A,,"És una assignatura molt interessant i si es planteja i s'ensenya bé molt útil, cosa que no és en aquest cas
Tenia coneixements previs d'hidràulica i reg i hagués preferit no cursar aquesta assignatura ja que ha empitjorat els meus coneixements.
",ca,ca,ca
2018-19,P,,"Malgrat és bon professor, a dia de avui 17/01/2019 encara no ens ha donat les notes del primer examen, ni del segon, ni del tercer, fets a l'octubre i novembre.
",ca,ca,ca
2018-19,P,,És un incompetent,ca,hu,ca
2018-19,A,,Més exemples i aclariment de conceptes,ca,ca,ca
2018-19,P,,Que noi? Quan corretgirem els exàmens? (Octubre el primer),ca,ca,ca
2018-19,P,,Més exemples i aclariment d'exercicis,ca,ca,ca
2018-19,A,,"S’hagues pogut repartir més la metodologia de l’avaluació, ja que penso que 50% és massa. L’assignatura molt interessant !",ca,ca,ca
2018-19,P,No ha impartit classe a aquest grup,"Només l’hem tingut un dia, però em va agradar força.",ca,ca,ca
2018-19,P,,"Al principi em va agradar més al ser més pràctic, per exemple quan feiem la pràctica de l'entrevista. Però a mesura que va anar avançant l'assignatura vam anar fent només classe teòric tradicional.",ca,ca,ca
2018-19,A,Comentari excel·lent,Gemma Filella és una crak ,ca,en,ca
2018-19,A,,La gent que treballa es complicat seguir el rol de l’assignatura,ca,ca,ca
2018-19,A,,Falta de varietat en les classes de l’assignatura. ,ca,ca,ca
2018-19,P,No ha impartit classe a aquest grup,No he tingut a aquesta professora.,ca,ca,ca
2018-19,A,,L'avaluacio crec que no s'adequa al que estem treballant,ca,ca,ca
2018-19,P,,Gemma Filella és una peça imprescindible per al funcionament del màster.,ca,en,ca
2018-19,P,No ha impartit classe a aquest grup,No hem tingut aquesta professora ,ca,ca,ca
2018-19,P,,"M'ha agradat molt com era la professora envers els alumnes i en la seva actuació en general. Demostra passió i molt interés en tot el que explica, es preocupa per l'alumnat.",ca,ca,ca
2018-19,A,,"Només hem tingut una professora.
No em sembla bé haver de fer un examen que conti el 50% de la nota.",ca,ca,ca
2018-19,P,,"La Gemma és molt bona comunicadora i una professora excel•lent, tot queda molt clar a les seves explicacions.",ca,ca,ca
2018-19,A,,La metodologia d’avaluació és incoherent respecte al que se’ns ensenya. Fer tres exàmens d’avaluació amb un valor del 50% un dia després d’acabar les classes és molt d’estil ‘tradicional’.,ca,ca,ca
2018-19,P,,"Fa que les classes de 4h no siguin gens avorrides, estil proper que fa que sigui més fàcil adquirir els coneixements. Un 10",ca,ca,ca
2018-19,A,,Personalment m'ha faltat més casos pràctics a classe ,ca,ca,ca
2018-19,P,,Molt bé totes les classes ,ca,ca,ca
2018-19,A,,"No tenim els percentatges de cada prova avaluativa posades a la guia docent, ja que les professores a data 18/12/2018 encara no s'han posat d'acord. 

",ca,ca,ca
2018-19,P,,"Costa que pengi els materials acordats al campus, i li costa contestar als correus que se li envien. 

Com aspecte positiu dir que ha portat molts professionals per explicar-nos algunes parts del temari, i es fa interessant veure els casos pràctics.",ca,ca,ca
2018-19,A,,"La coordinació entre les dues professores no ha estat massa bona. Fins quasi al final del primer quatrimestre (més específicament, un dia abans de començar les vacances de nadal), no vam saber els % de les proves d0avaluació continuada. Vam realitzar una prova avaluativa i no sabíem ni el que comptava. Sempre deien l'excusa que ho havien de parlar i acordar entre les dos, però això és una cosa que ha d'estar a la guia docent des de primer dia, perquè no es just fer un examen sense saber el què compta.",ca,ca,ca
2018-19,A,,"No hi ha consens entre les professores. Els percentatges que haurien d'estar quadrats a principi de curs no han estat clars fins al final d'aquests. La guia docent és un frau, que frustra a qualsevol alumne. Coordinació pessima i mentides per tapar-ho.
Retard en la correcció d'examens i proves, més enllà dels màxims que marquen en els seus discursos.",ca,ca,ca
2018-19,P,,Ritme de la classe lent i retard en el temari per culpa d'aquest fet. ,ca,ca,ca
2018-19,P,,No compleix els horaris. ,ca,ca,ca
2018-19,A,,"aspectes positius
Crec que les professionals tenen una gran experiència i coneixement sobre l'assignatura i això ha afavorit molt al nostre enriquiment envers l'assignatura i aprenentatge. A més han estat molt disponibles per a qualsevol consulta amb l'alumnat.

aspectes negatius
Hi ha hagut molt mala coordinació entre les professional, i shan demorat en excés en proporcionar als alumnes els resultats de les avaluacions. Tan es així que una petita avaluaci´po que ens havia de servia per a guia absn del examen, va sortir la seva resolució envers la nota molt despres d'haver realitzat l'exam d'avaluació pel que va,m anar a l'examen a cegues.
El dia abans del examen sens van comunicar els percentatges equivalents a cada part de l'asignatura tot i que nosaltres ho vam demanar amb antelació i en repetides ocasions.",ca,ca,ca
2018-19,A,,"Per una banda, haver fet aquesta assignatura m'ha permès aprendre i aprofundir sobre l'avaluació, diagnòstic i intervenció en infància i adolescència. No obstant això, crec que en donar tant de temari, potser caldria fer un examen a meitats de quadrimestre per alliberar matèria. D'altra banda, crec que la coordinació de les dues professores és escassa i que tarden moltíssim a corregir els treballs i/o exàmens (més de 3-4 setmanes, inclús no tenint notes el dia de la recuperació de l'examen). També tarden molt a penjar els power points al sakai i això fa que no puguis tenir al dia l'assignatura.",ca,ca,ca
2018-19,A,,"- En general, les presentacions Power Pint de classe estan una mica desorganitzats, alguns temes són poc clars o una mica confusos.
- No hi ha els criteris d'avaluació de l'assignatura a la guia docent. Fins gairebé l'últim dia abans de les vacances de Nadal no ens comuniquen el % de cada prova avaluativa, però només de forma aproximada. És el mateix dia de l'examen que ens diuen de manera exacta els percentatges de cada nota de l'assignatura.
- De la mateixa manera que tarden massa a comunicar-nos els percentatges de l'assignatura en sí, també tarden en dir-nos si l'examen descomptarà o no, fet que ens ho diuen segur el mateix dia de l'examen.
- Pugen les notes d'una de les proves avaluatives just el dia abans de l'examen, prova que ens podia servir per tal de veure si podíem respondre de forma similar a l'examen o no (donat que el format de les proves era similar). Val a dir que aquesta prova avaluativa l'havíem fet un mes i mig abans, amb el qual la tardança de correcció és elevada.
- Les notes finals de l'assignatura les van donar DIES DESPRÉS de l'examen de recuperació / pujar nota. Entenc que poguessin donar per fet que tothom estaria a provat, però s'han de complir uns terminis establerts.",ca,ca,ca
2018-19,P,,"- Alguna vegada fa comentaris donant per fet que aquella és l'opció vàlida (en cas d'algun tractament o alguna teràpia). Crec que no es tracta que ens doni la seva visió com a vàlida, sinó d'explicar-nos totes les opcions existents i, per exemple, crear un debat a classe per tal de conèixer la nostra opinió  i poder donar la seva pròpia visió.
- Té sentit de l'humor, punt positiu.",ca,ca,ca
2018-19,P,,"- M'agrada el fet que ens portés a diferents professionals de la salut que estan especialitzats en diverses àrees de coneixements o que tracten amb col·lectius diferents, per tal que fossin aquestes persones qui ens introduïssin i expliquessin diferents temàtiques relacionades amb l'àrea infantil (TLP, Trastorn bipolar, maltractament...)",ca,ca,ca
2018-19,A,Comentari de professor,"La coordinació i l'organització de l'assignatura en general. La forma i % avaluatius de l'assignatura no van estar clars fins a mitjans de semestre. Es més, vam realitzar una prova avaluativa que no vam saber quin % tenia fins al cap de setmanes de realitzar-la. 
La seva metodologia d'avaluació és correcta i adequada des del meu punt de vista, sol cal pulir una mica aquests detalls. 
Es veu que les dues professores estan molt dedicades a la seva feina, tant a l'aula com al seu lloc de treball.",ca,ca,ca
2018-19,P,,"Clara, amb molta experiència i explica tot de forma molt fàcil d'entendre. ",ca,ca,ca
2018-19,P,,"Molt bona professional, molt amable i respectuosa.",ca,ca,ca
2018-19,A,,"Els professors haurien de tenir millor sincronització, en cap moment deixen clar els criteris d'avaluació.",ca,ca,ca
2018-19,P,,Ha vingut a vendre la seva empresa i poc més. ,ca,ca,ca
2018-19,P,,"L'unic professor que sembla pendres en serio la seva feina, està fent la feina de la resta.",ca,ca,ca
2018-19,P,,Per venir a vendre la empresa només...,ca,fr,ca
2018-19,P,,Penso que la seva part hauria de ser mes rellevant i fer se per separat.,ca,ca,ca
2018-19,A,,Se curse conjuntament amb TIC i la mala planificació de l'altra fa que aquesta acabi siguent secundaria,ca,ca,ca
2018-19,A,Comentari de professor,"Aquesta assignatura es fa juntament amb la disseny i implementació. Els professors d'aquesta assitura (Aitor i Natàlia) ho fan bastant bé i tenen bastant bona comunicació. 
No entenc perquè tindrem la mateixa nota en aquesta assignatura que en la de disseny i implementació, la majoria de la nota que es valora es de l'altra assignatura i aquesta casi que no té pes.
Jo animo a la Natàlia i a l'Aitor   seguir així, ho fan molt bé. Els problemes són degut al Jordí Gervàs.",ca,ca,ca
2018-19,P,Exclamacions o emoticones excessius,Segueix així ;),ca,ca,ca
2018-19,P,,"No entenc per què el tenim com ""professor"". Amb ell només fem ""dues classes"" (una de les quas no la fa ni ell) a la seva empresa. El que fan allí és simplement parlar de l'empresa, no sé perquè hem de pagar un màster per a que ens portin a una empresa, si tots nosaltres treballem i sabem con funcionen. Totalment inútil aquest factor.",ca,ca,ca
2018-19,P,,És bon jan i les primeres classes són dinàmiques. ,ca,ca,ca
2018-19,P,,"Cobres per hores, almenys vine a classe. Ets bona gent.",ca,ca,ca
2018-19,A,,No s'ha tingut suficient informació en relació alguns dels requeriments que ens han demanat. Per exemple al començament de curs vam fer una presentació la qual contava bastant nota pero cada profesor va demanar una cosa diferent. També cal dir que no s'ha dit cap nota encara i estem a 1 mes d'acabar el quatrimestre.,ca,ca,ca
2018-19,P,,Força bona impressió. Explica el contingut de manera clara i cumpleix l'horari be.,ca,ca,ca
2018-19,P,,"Bon professor, ha fet la seva feina correctament pero en la meva opinió la primera setmana que ens va fer va ser totalment inutil per la resta de curs. Possiblement no sigui culpa seva ja que ell és professor de psicologia, pero aquella setmana extra hauria anat molt be per començar a treballar el projecte.",ca,ca,ca
2018-19,P,,"Bon professor, ha explicat la seva part de temari be i ens ha anat donant consell. L'unic detall que s'hauria de millorar es la comunicació entre ell i els altres professors de l'assignatura, per poder establir CLARAMENT els requeriments que ens han demanat durant l'assignatura",ca,ca,ca
2018-19,A,,"Els mateixos que per a l'assignatura ""Projecte TIC: desenvolupament i implantació"", no estic gens content, ja que es cursen juntes.
Afegint que la part corresponent d'aquesta assignatura ha estat mes ben portada, encara que no estan clars en cap moment els sistemes d'evaluació separada.
Un altre cop, idea bona execució pésima. ",ca,ca,ca
2018-19,P,,"L'hem tingut poques classes, pero les poques han estat be, anar directa al gra i ajudar als que ho necesitaben. ",ca,ca,ca
2018-19,P,,"L'hem vist 3 dies, 1 va ser a les presentacións, nomes va mirar el móbil, ni escoltabe a la gent, suposo que res mes a dir.
Vaig anar a una visita, no va servir de res. Entenc que ens vulgui vendre be la seva empresa, pero entre poc i masa.",ca,ca,ca
2018-19,P,,"La seva feina esta ben feta, pero personalment opino que no ha contribuit en res.
Especialment els primers 3 dies del curs, es suposa que es feien per ajudar a fer els grups i no va tenir res a veure, es podrien haber invertit en fer mes projecte, que falta ens fa.
Igualment, ell ha fet el que habia de fer, i be.",ca,ca,ca
2018-19,P,,"Molt bona feina, molt content amb el profesor.
Pero, en certs moments ha faltat comunicació amb els altres, sobreentenc que aquesta falta de comunicació esta feta per part dels altres(aixó sembla desde el rol d'alumne) pero en certa part afecta.
Cap crítica més, bona feina i comprensió!",ca,ca,ca
2018-19,A,,He après moltes coses noves i m’ha agradat molt l’assignatura,ca,ca,ca
2018-19,A,,Perfecta. Molt útil!,ca,ca,ca
2018-19,P,,"Només hi ha hagut un docent en la matèria, però la veritat és que ha sigut excel·lent. Es d'agraïr que hi hagin professors que demostrin dia a dia les ganes que tenen d'aprendre i d'ensenyar amb els seus alumnes. Considero que s'hauria de premiar la bona praxi i sobretot, la predisposició i la flexibilitat que té envers les noves propostes que els alumnes plantegen. Gràcies per tot, perquè si aquest màster val la pena, en major part, és gràcies a tú.",ca,ca,ca
2018-19,P,,"A vegades costa captar la idea del treball col·laboratiu i creatiu, ja que no és un sistema que estiguem acostumats, tot i que estic a favor de que l'aprenentatge vagi cap aquí. ",ca,ca,ca
2018-19,P,,"És bon professor però peculiar. Les seves classes són molt abstractes, totalment diferents al que estem acostumats. això, pot ser positiu sempre i quan es porti amb organització i consciència.
Molt contenta al final amb els resultats finals. ",ca,ca,ca
2018-19,A,,"Els continguts de la assignatura no tenen res a veure amb el nom d'aquesta. Es dona temari que no té res a veure amb el que hauria de ser la assignatura ni amb el contingut general del màster. Les activitats manades, a més de tenir una dificultat elevada, tampoc tenen res a veure amb els continguts que hauria de tenir aquesta assignatura. Es tracta d'una assignatura de política agrària en que tot el que s'ha donat ha estat economia mundial, on no s'ha parlat gens d'agricultura ni desenvolupament rural. ",ca,ca,ca
2018-19,A,,"-No sabem exactament com s'avalua l'assignatura, i quan se li pregunta al professor tampoc ens ho diu exactament. No sabem doncs quina és la metodologia d'avaluació
-El titol de l'assignatura que és politica ambiental i desenvolupament rural, no coincideix en absolut amb el que es dona a classe. Les classes es podria dir que són d'economia global, tocar res del que jo entenc que és politica ambiental i desenvolupament rural. Si s'ha de tractar economia global més valdria que l'assigantura es digués així, fet que tiraria enrere a més d'un a la hora de cursar-la. Com a molt hauria de ser una assignatura optativa
-S'haurien de tractar temes de politica o desenvolupament rural, i no altres",ca,ca,ca
2018-19,A,,"Assignatura molt mal organitzada, no es segueix cap ordre.
Sembla economia en comptes de politica.",ca,ca,ca
2018-19,A,,El nom de l'assignatura és incorrecta ja es economia.,ca,ca,ca
2018-19,P,,"Explica molt ràpid i de manera desordenada, hi han classes que tota la classe no s'ha enterat de res. Ja que els apunts que té penjats al campus són molt escassos i mal explicats. Això provoca que tinguis de pendre apunts a classe el problema es que va molt ràpid explicant. 

No li costaria res tenir al campus apunts penjats que siguin decents pel preu que estem pagant de matrícula. A part de que ho tingues tot més ordenat.",ca,ca,ca
2018-19,A,,"L'assignatura es diu Política Agroambiental i Desenvolupament Rural, i només hem fet economia",ca,ca,ca
2018-19,P,Comentari d'assignatura,"Els temari no és corresponent a l'assignatura, fem economia.
El primer parcial no era del mateix nivell que el donat a classe",ca,ca,ca
2018-19,A,," El temari no s'adequa al nom de l'assignatura. 
 L'assignatura és d'economia. En cap moment es treballa el desenvolupament rural ni política. 
Els continguts del primer examen parcial no corresponien als exercicis fets a classe. 
",ca,ca,ca
2018-19,A,,"La metodologia d'avaluació de l'assignatura mai s'ha deixat clara, ni en què es basa ni de quina manera es farà, sembla que es vagi anant ""sobre la marxa"". 

L'assignatura s'anomena Política ambiental i no hem vist RES  de política, res de la PAC, que seria l'interessant, així com altres temes de política agrícola en general, que ens trobarem com a futurs enginyers. Estaria bé poder fer una assignatura més aplicada al nom de l'assignatura i al camp al qual ens volem dedicar i pel qual ens estem formant.",ca,ca,ca
2018-19,P,,"És un bon professor i dins del material que imparteix en l'assignatura, les classes estan bé. El que no m'agrada és el plantejament de l'assignatura i el temari que es fa, que no correspon amb el nom de l'assignatura.",ca,ca,ca
2018-19,P,,"Molt bo el material que proporciona per estudiar a casa, però a les classes ningú apren, costa mantenir l'atenció i hi vas per respecte al professor tot i que no t'enteres de res.",ca,ca,ca
2018-19,A,,"S’hauria de millorar la coordinació entre els professors de l’assignatura i amb les altres assignatures relacionades amb Big Data.
Dona sensació de repetició de continguts i després de dona temps a entendre’s en la temàtica ",ca,ca,ca
2018-19,A,,La primera part de l'assignatura ha sigut una repetició total del que es va fer l'any passat. Encara així estíc content ja que se li ha sapigut donar un altre enfoc.,ca,ca,ca
2018-19,A,Faltes d'ortografia,"Trobo que és una assignatura plantejada per un moment més avançat del curs on has adquirit els coneixemens d'altres assignatures. Massa comprimida i una avaluació oque no m'ha agradat molt ja que es una ""avalancha"" de treballs on no acaves aprenent molt. Pel que fa als professorat en general esta bastant correcte, encara que poques hores per alguns professors i amb temari molt compactat donat en poques hores.",ca,ca,ca
2018-19,P,,"Bon professor, però el temari no acompanya, ho trobo poc atractiu i que no aprens molt. Trobo que poc s'ha fet en matèria per la gran quantiat de temps que em invertit en els treballs. O avançaria l'assignatura o la canviaria totalment el seu enfoc.",ca,ca,ca
2018-19,P,,"Potser és la part que més m'ha agradat de tota l'assignatura, però estava massa concentrat amb 5 hores per dia. A part les sortides estaven una miqueta mal plantejades, però crec que en general, es la part que ""salva"" l'assignatura.",ca,ca,ca
2018-19,A,,"Considero que potser no és una assignatura que s'hagi de fer al primer bloc
Algunes parts de l'assignatura no em van acabar d'agradar 
",ca,ca,ca
2018-19,P,,"Molt content amb aquest professor, considero que és la única part de l'assignatura que m'ha semblat aprendre més",ca,ca,ca
